RID,START,DATETIME.UTC,DURATION,consent,Consent_2,Q1Age,Q2Gender,Q3Country,Q4Urban,Q5Ethnicity,Q8Postcode,Q6Occupation,Q7Income,Q9Insect_Word1,Q9Insect_Word2,Q9Insect_Word3,Q10Insect_Species1,Q10Insect_Species2,Q10Insect_Species3,BackgroundInfo_Check,Q11OpinionOnInsectPopulations_1,Q11OpinionOnInsectPopulations_2,Q12InsectIDQuiz_1,Q12InsectIDQuiz_2,Q12InsectIDQuiz_3,Q12InsectIDQuiz_4,Q12InsectIDQuiz_5,Q12InsectIDQuiz_6,Q12InsectIDQuiz_DV_1,Q12InsectIDQuiz_DV_2,Q12InsectIDQuiz_DV_3,Q12InsectIDQuiz_DV_4,Q12InsectIDQuiz_DV_5,Q12InsectIDQuiz_DV_6,Q12InsectIDQuizFollowUp_1,Q12InsectIDQuizFollowUp_2,CE_Task_Insect_Check_1,CE_Task_Plan_Check_1,CE_Task_A1_Check_1,CE_Task_A2_Check_1,CE_Task_A3_Check_1,CE_Task_A4_Check_1,CE_Task_A5_Check_1,CE_ConfirmYouHaveReadDescs,CE_TasksConsequentiality_1,CE_TasksConsequentiality_2,BidVectorElicitation_Randomiser,QX_BidVector_Beetles,CE_BlockAllocator,design_offset,QX_BidVector_Bees,QX_BidVector_Wasps,CE_1_DV,CE_2_DV,CE_3_DV,CE_4_DV,CE_5_DV,CE_6_DV,CE_7_DV,CE_8_DV,CE_9_DV,Q29CEProtest_Statements,Q29CEProtest_Other,CE_Debrief_Easy,CE_Debrief_Certain,CE_Debrief_Confident,CE_ANA_1,CE_ANA_2,CE_ANA_3,CE_ANA_4,CE_ANA_5,Biowell_Beetle1_Item1_Relaxed,Biowell_Beetle1_Item2_Joy,Biowell_Beetle1_Item3_Clear,Biowell_Beetle1_Item4_Open,Biowell_Beetle1_Item5_Connect,Biowell_Bee1_Item1_Relaxed,Biowell_Bee1_Item2_Joy,Biowell_Bee1_Item3_Clear,Biowell_Bee1_Item4_Open,Biowell_Bee1_Item5_Connect,Biowell_Wasp1_Item1_Relaxed,Biowell_Wasp1_Item2_Joy,Biowell_Wasp1_Item3_Clear,Biowell_Wasp1_Item4_Open,Biowell_Wasp1_Item5_Connect,Biowell_Beetle2_Item1_Relaxed,Biowell_Beetle2_Item2_Joy,Biowell_Beetle2_Item3_Clear,Biowell_Beetle2_Item4_Open,Biowell_Beetle2_Item5_Connect,Biowell_Bee2_Item1_Relaxed,Biowell_Bee2_Item2_Joy,Biowell_Bee2_Item3_Clear,Biowell_Bee2_Item4_Open,Biowell_Bee2_Item5_Connect,Biowell_Wasp2_Item1_Relaxed,Biowell_Wasp2_Item2_Joy,Biowell_Wasp2_Item3_Clear,Biowell_Wasp2_Item4_Open,Biowell_Wasp2_Item5_Connect,Biowell_Beetle3_Item1_Relaxed,Biowell_Beetle3_Item2_Joy,Biowell_Beetle3_Item3_Clear,Biowell_Beetle3_Item4_Open,Biowell_Beetle3_Item5_Connect,Biowell_Bee3_Item1_Relaxed,Biowell_Bee3_Item2_Joy,Biowell_Bee3_Item3_Clear,Biowell_Bee3_Item4_Open,Biowell_Bee3_Item5_Connect,Biowell_Wasp3_Item1_Relaxed,Biowell_Wasp3_Item2_Joy,Biowell_Wasp3_Item3_Clear,Biowell_Wasp3_Item4_Open,Biowell_Wasp3_Item5_Connect,Biowell_Debrief_Easy,Biowell_Debrief_Certain,Sliding_Beetles_Encounter,Sliding_Beetles_Ecology,Sliding_Beetles_Conserved,Sliding_Beetles_Important,Sliding_Bees_Encounter,Sliding_Bees_Conserved,Sliding_Bees_Ecology,Sliding_Bees_Important,Sliding_Wasps_Encounter,Sliding_Wasps_Conserved,Sliding_Wasps_Ecology,Sliding_Wasps_Important,Visit_Child,Visit_Teen,Visit_Adult,Q41_FreqOfVisitGreenSpace_1,Q41_FreqOfVisitBlueSpace_1,Q41_WalkTimeToGreenSpace,Q41_WalkTimeToBlueSpace,Q42_Charity,Q43_Citizen,Q44_Sight,Q45_Garden,Q46_Farm,Q47_Fish,Q48_Education,QDiscounting_1,QDiscounting_2,QDiscounting_3,QDiscounting_4,QDiscounting_5,QDiscounting_6,QDiscounting_7,QDiscounting_8,QDiscounting_9,QDiscounting_10,Pretest_AnyDifficultQuestions,Pretest_SliderOrLikert,Q50_Understanding,FurtherComments,SurveyCompletionTime,Speeders_Survey_Threshold,Slowers_Survey_Threshold,Speeders_Survey_TestDummy,Slowers_Survey_TestDummy,Valuation_Start,Valuation_Finish,Valuation_CompletionTime,Speeders_Valuation_Threshold,Slowers_Valuation_Threshold,Speeders_Valuation_TestDummy,Slowers_Valuation_TestDummy,ClassDummy,EmployDummy_Retired,EmployDummy_Employed,IncomeMidpoints,Income_MissingDummy,AgeGroup,Dummy_HighEducation,Age_1829Dummy,Age_3044Dummy,Age_4560Dummy,Age_60Dummy,AgeGroup_Numeric,IncomeMidpoints_PlusMissing,Q12InsectIDQuiz_DV_1_Dummy,Q12InsectIDQuiz_DV_2_Dummy,Q12InsectIDQuiz_DV_3_Dummy,Q12InsectIDQuiz_DV_4_Dummy,Q12InsectIDQuiz_DV_5_Dummy,Q12InsectIDQuiz_DV_6_Dummy,Q12InsectIDQuiz_Score,Q12InsectIDQuiz_DV_6_ScoreScaled,CE_TasksConsequentiality_1_Scaled,CE_TasksConsequentiality_2_Scaled,QX_BidVector_All,CE_ANA_None,CE_ANA_All
443,1725897885.26391,2024-09-09T18:04:45.264Z,750.565,1,,50,2,2,2,1,DD1,9,8,Spider,Creepy,Mosquitoes,Mosquito,Bee,Wasp,1,5,5,1,5,3,3,2,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,3,1,1,1,2,1,2,1,1,5,3,1,2,1,-2,,,1,1,2,1,1,1,3,2,2,,,97,88,94,1,1,1,1,1,71,29,25,28,19,14,17,22,17,19,66,28,33,39,35,33,20,23,23,18,9,6,7,2,3,57,36,36,34,31,4,4,3,6,2,3,6,5,4,9,41,26,32,34,24,64,100,54,55,91,100,57,95,99,93,57,80,97,100,98,95,76,7,5,3,2,2,2,2,2,1,2,5,1,1,1,1,1,2,2,2,2,2,None,1,100,"Nothing to add, bar good luck!",750.565,426.91608,1316.32458,1,1,202.348333835602,402.304426908493,199.956093072891,103.828797798157,320.138793210983,1,1,1,0,1,5000.5,0,45-60,1,0,0,1,0,52.5,5000.5,0,0,1,1,1,0,3,50,0,2,2,0,1
436,1725897879.64081,2024-09-09T18:04:39.641Z,851.412,1,,43,1,1,2,1,B30,8,8,FLY,BUG,MOSQUITO,MOSQUITO,FLY,ANT,1,5,4,1,5,3,1,2,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,4,1,1,1,1,1,1,1,1,1,4,4,3,,,,,0,3,1,2,1,1,2,3,2,3,,,71,53,58,1,1,1,1,2,25,19,20,16,20,31,30,30,29,28,97,99,86,87,79,53,43,48,37,47,30,26,31,27,39,84,88,87,87,87,46,46,46,45,46,31,29,30,28,30,91,88,88,85,87,54,53,23,11,14,15,59,94,33,98,78,23,23,10,98,97,98,4,4,2,2,1,2,1,1,2,2,6,1,2,2,2,2,2,2,2,2,2,NONE,2,81,NONE,851.412,426.91608,1316.32458,1,1,327.794235944748,518.080832958221,190.286597013473,103.828797798157,320.138793210983,1,1,1,0,1,5000.5,0,30-44,1,0,1,0,0,37,5000.5,0,0,1,0,1,0,2,33.33,1,1,0,0,0
432,1725897873.21426,2024-09-09T18:04:33.214Z,873.53,1,,49,1,1,2,1,B32,7,7,Fly,Bite,Annoying,Ant,Moth,Ladybird,1,4,4,3,5,3,3,2,4,Beetle: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,2,2,1,2,1,1,1,1,1,4,5,1,5,1,-2,,,1,2,3,1,1,1,3,2,2,,,94,59,83,1,1,1,1,1,66,65,56,57,61,74,58,61,64,64,55,65,42,58,58,41,38,42,43,43,44,44,43,40,43,42,43,46,50,46,40,42,38,38,43,42,42,40,42,39,42,41,39,42,38,69,67,25,39,58,63,45,62,62,75,55,61,68,85,89,86,91,6,3,2,3,2,2,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,No,1,87,No comment to make,873.53,426.91608,1316.32458,1,1,234.688206911087,559.206416845322,324.518209934235,103.828797798157,320.138793210983,1,0,1,0,1,3750.5,0,45-60,0,0,0,1,0,52.5,3750.5,0,0,1,1,1,0,3,50,1,0,5,0,1
429,1725897867.1027,2024-09-09T18:04:27.103Z,888.449,1,,25,1,1,2,1,SO18,8,7,Bug,Small,Ants,Ant,Fly,Spider,1,5,5,5,5,1,3,2,5,I don’t know: incorrect,I don’t know: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,I don’t know: incorrect,4,5,1,1,1,1,1,1,1,1,5,5,1,30,1,-2,,,2,1,2,2,2,1,2,2,1,,,72,79,79,1,2,2,1,1,83,78,19,88,82,77,29,79,30,81,30,85,72,77,15,86,14,77,74,70,20,82,68,29,67,77,30,77,28,73,70,73,14,82,76,75,18,74,72,76,80,23,71,63,19,81,75,78,82,80,86,82,80,87,88,77,80,85,86,85,84,78,4,4,3,3,2,2,2,1,2,2,5,1,2,1,2,1,2,1,1,1,1,No,1,88,None,888.449,426.91608,1316.32458,1,1,517.41331410408,592.57682299614,75.16350889206,103.828797798157,320.138793210983,0,1,1,0,1,3750.5,0,18-29,1,1,0,0,0,23.5,3750.5,0,0,0,1,1,0,2,33.33,0,0,30,0,0
438,1725897880.51059,2024-09-09T18:04:40.511Z,900.442,1,,42,1,1,2,9,Wa15,8,5,Sting,Smell,Pest,Cockroach,Ladybug,Spider,1,5,4,2,3,1,3,2,2,Bee: incorrect,Beetle: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,Bee: correct,5,4,1,1,1,1,1,1,1,1,5,5,1,10,2,-2,,,2,2,1,1,2,2,1,1,1,,,90,75,96,1,1,1,1,2,11,22,21,20,21,13,16,17,20,21,19,15,18,24,23,13,19,24,18,24,18,12,19,19,24,21,21,23,21,28,20,19,23,28,28,22,19,22,26,24,27,22,27,28,29,90,99,74,43,94,92,45,100,95,93,47,93,100,100,82,79,86,7,3,1,4,2,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,No,1,100,It was informative,900.442,426.91608,1316.32458,1,1,416.803210020065,628.35858798027,211.555377960205,103.828797798157,320.138793210983,1,1,1,0,1,2750.5,0,30-44,1,0,1,0,0,37,2750.5,0,0,0,1,1,1,3,50,0,0,10,0,0
462,1725898373.80145,2024-09-09T18:12:53.801Z,523.179,1,,48,1,1,1,1,Ss5,8,7,Pest,Crawl,Itchy,Ant,Spider,Fly,1,4,4,1,1,3,3,4,4,Ant: incorrect,Ant: incorrect,Beetle: correct,Beetle: correct,Wasp: incorrect,Wasp: incorrect,5,1,2,2,2,2,2,2,2,1,5,5,2,,,,5,,2,1,1,1,1,2,2,2,1,,,100,100,98,1,1,1,1,1,95,27,25,30,12,96,100,19,24,34,100,100,100,100,34,69,16,18,28,31,13,19,22,17,11,100,84,98,75,100,29,43,50,50,50,24,0,0,11,4,100,69,95,61,100,85,86,8,61,50,50,100,100,100,100,100,58,100,55,97,93,92,4,4,1,1,2,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,None I didn't understand,1,100,Nothing,523.179,426.91608,1316.32458,1,1,143.193916082382,291.959136962891,148.765220880509,103.828797798157,320.138793210983,1,1,1,0,1,3750.5,0,45-60,0,0,0,1,0,52.5,3750.5,0,0,1,1,0,0,2,33.33,0,0,5,0,1
479,1725898523.34023,2024-09-09T18:15:23.340Z,386.944,1,,22,2,1,1,13,nn1,2,3,Disgusting,Evil,Uneccesarry,Tarnatula,Spider,Mosca,1,4,4,2,3,2,4,3,2,Bee: incorrect,Beetle: incorrect,Bee: incorrect,Wasp: incorrect,Beetle: incorrect,Bee: correct,3,5,3,1,4,2,2,3,4,1,4,5,2,,,,4,,3,2,3,2,1,2,3,2,3,,,36,83,70,1,1,1,1,1,71,70,68,71,82,16,75,68,22,63,75,77,22,18,19,80,81,73,18,67,82,73,67,63,60,85,68,32,23,19,79,70,63,62,72,81,92,75,22,70,90,87,92,79,69,78,69,57,11,63,78,72,15,75,76,66,28,88,73,74,73,20,7,5,3,3,1,1,1,1,1,1,6,1,2,2,1,1,2,1,2,1,1,No,1,79,Good,386.944,426.91608,1316.32458,0,1,193.891498088837,251.510224103928,57.618726015091,103.828797798157,320.138793210983,0,1,0,0,0,1750.5,0,18-29,1,1,0,0,0,23.5,1750.5,0,0,0,0,0,1,1,16.67,1,0,4,0,1
419,1725897833.71026,2024-09-09T18:03:53.710Z,1154.549,1,,63,1,1,1,1,DL2,5,2,Beetle,Six legs,Sting,Honey bee,Crane fly,Hover fly,1,5,5,1,3,3,3,2,2,Ant: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,2,4,1,1,1,1,1,1,1,1,5,5,2,,,,2,,2,1,1,1,1,2,2,2,1,,,82,100,81,1,1,1,1,1,1,1,1,2,3,0,1,0,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,3,0,3,2,5,6,4,0,0,0,0,0,1,1,0,99,100,37,87,100,100,81,100,100,100,81,100,94,100,94,86,100,7,6,1,1,1,2,2,1,1,2,5,1,1,1,2,2,2,2,2,2,2,No,1,100,Very interesting and a refreshing change from surveys on shopping habits!,1154.549,426.91608,1316.32458,1,1,228.240452051163,682.782761096954,454.542309045791,103.828797798157,320.138793210983,1,0,0,0,1,1250.5,0,60+,1,0,0,0,1,60,1250.5,0,0,1,1,1,1,4,66.67,0,0,2,0,1
461,1725898359.31768,2024-09-09T18:12:39.318Z,633.546,1,,63,1,1,2,1,WS10,4,4,Creepy,Crawly,Legs,Beetle,Centipede,Spider,1,4,4,3,3,3,3,2,3,Beetle: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Beetle: correct,4,4,2,2,2,2,2,2,2,1,4,4,1,20,2,-2,,,1,2,1,1,1,1,1,2,2,,,50,56,60,1,1,1,1,1,50,57,50,50,50,50,54,56,52,60,55,35,60,67,67,59,60,54,57,57,50,48,56,56,53,53,62,61,60,62,55,55,57,59,47,50,41,40,35,44,49,64,71,49,58,100,100,100,39,100,100,100,100,100,100,100,100,100,100,100,100,100,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,No,2,100,No,633.546,426.91608,1316.32458,1,1,180.666375160217,323.562658071518,142.896282911301,103.828797798157,320.138793210983,1,1,0,0,0,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,0,1,1,1,1,4,66.67,1,1,20,0,1
471,1725898410.10613,2024-09-09T18:13:30.106Z,620.171,1,,59,1,2,1,1,PA14,6,3,Bettle,Spider,Blue bottle,Spider,Fly,Worm,1,5,5,3,4,3,1,2,5,Beetle: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,I don’t know: incorrect,5,5,2,3,2,3,2,2,3,1,5,5,3,,,,,1,3,3,3,3,3,2,3,2,3,,,61,63,65,1,1,1,1,1,23,50,29,44,25,60,22,26,26,50,20,43,50,50,50,50,50,36,50,50,27,27,50,50,31,25,50,31,50,50,30,25,20,30,50,27,26,24,30,50,25,27,30,50,50,35,50,90,78,75,93,89,94,92,90,98,96,100,99,93,96,50,5,5,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,No,2,92,No,620.171,426.91608,1316.32458,1,1,155.00291800499,344.233836174011,189.230918169021,103.828797798157,320.138793210983,1,1,1,0,1,1750.5,0,45-60,0,0,0,1,0,52.5,1750.5,0,1,1,0,1,0,3,50,0,0,1,0,1
463,1725898380.08964,2024-09-09T18:13:00.090Z,684.598,1,,20,2,2,2,15,AB24,9,6,Legs,Tiny,Weird,Any,Caterpilla,Stick,1,2,4,1,5,1,3,2,4,Ant: incorrect,I don’t know: incorrect,Ant: incorrect,Beetle: correct,Bee: correct,Wasp: incorrect,4,2,2,2,1,3,1,2,2,1,4,5,2,,,,100,,3,3,1,1,1,2,2,2,1,,,76,85,72,1,2,2,2,1,84,42,30,68,37,74,32,71,78,18,19,32,68,36,61,77,34,58,74,37,64,35,71,37,66,82,36,18,58,39,71,36,81,71,36,80,37,70,71,42,84,25,44,67,65,70,88,74,58,87,63,68,89,71,73,87,65,88,69,85,64,38,3,2,2,4,1,1,2,1,2,2,4,1,2,2,1,2,2,2,1,1,1,Easy questions,1,85,Nothing to say,684.598,426.91608,1316.32458,1,1,181.18721818924,448.90224313736,267.71502494812,103.828797798157,320.138793210983,1,1,1,0,1,3250.5,0,18-29,0,1,0,0,0,23.5,3250.5,0,0,0,1,1,0,2,33.33,1,0,100,0,0
477,1725898463.22003,2024-09-09T18:14:23.220Z,603.772,1,,54,2,1,2,1,BS11,4,1,bee,fly,gnat,bee,fly,gnat,1,4,4,4,3,3,1,2,4,Wasp: correct,Beetle: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,4,2,2,2,1,1,1,1,1,1,4,4,3,,,,,2,3,3,1,3,3,2,3,2,3,,,95,94,96,1,1,1,1,1,15,17,16,16,18,76,59,58,64,69,74,68,66,64,69,22,20,18,18,16,70,67,67,62,68,69,68,60,64,68,12,11,10,11,10,72,68,67,68,70,75,64,65,65,67,98,97,26,28,72,71,36,46,60,57,56,45,57,57,93,94,38,1,1,2,4,2,2,2,1,2,2,4,1,1,2,2,2,2,2,2,2,2,no,1,95,good,603.772,426.91608,1316.32458,1,1,152.143244981766,297.051209926605,144.907964944839,103.828797798157,320.138793210983,1,1,0,0,0,500,0,45-60,0,0,0,1,0,52.5,500,1,0,1,0,1,0,3,50,1,1,2,0,1
440,1725897881.17954,2024-09-09T18:04:41.180Z,1213.88,1,,29,2,3,2,1,CF5,9,5,bugs,carwling,small,ant,spider,mosquito,1,3,4,1,3,3,1,2,4,Ant: incorrect,Beetle: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,4,2,1,1,1,1,1,1,1,1,5,5,3,,,,,10,2,1,1,1,1,2,2,2,2,,,98,97,95,1,1,1,1,1,29,29,13,10,7,22,15,22,27,25,18,19,11,13,8,17,6,9,16,11,18,7,14,9,5,5,9,13,15,11,11,23,13,8,8,15,7,13,8,13,16,7,8,13,7,12,8,58,83,87,81,64,74,64,75,67,79,71,75,94,93,71,6,4,3,4,1,2,2,1,2,2,6,1,2,2,2,2,1,1,1,1,1,nothing everything was very good and easy to understand,1,94,very good survey,1213.88,426.91608,1316.32458,1,1,278.983131170273,772.64097905159,493.657847881317,103.828797798157,320.138793210983,1,0,1,0,1,2750.5,0,18-29,1,1,0,0,0,23.5,2750.5,0,0,1,0,1,0,2,33.33,0,0,10,0,1
459,1725898354.93487,2024-09-09T18:12:34.935Z,742.277,1,,69,1,1,2,1,NG9,3,5,Buzz,Flying,Bite,Ant,Fly,Moth,1,5,5,1,1,1,3,4,2,Ant: incorrect,Ant: incorrect,Ant: incorrect,Beetle: correct,Wasp: incorrect,Bee: correct,5,4,1,2,2,2,2,2,2,1,4,4,3,,,,,1,3,1,1,1,3,2,2,2,1,,,87,86,86,1,1,1,1,1,19,19,14,16,14,10,12,13,14,13,10,11,8,10,11,7,12,9,7,4,3,6,6,3,6,3,5,5,8,6,6,8,7,7,6,5,6,8,9,10,7,4,5,5,3,5,3,4,5,6,5,6,4,2,3,1,3,4,1,90,53,85,6,5,1,4,1,2,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,None,1,97,Nothing to add,742.277,426.91608,1316.32458,1,1,282.132190942764,460.073740959167,177.941550016403,103.828797798157,320.138793210983,1,1,0,1,0,2750.5,0,60+,0,0,0,0,1,60,2750.5,0,0,0,1,0,1,2,33.33,1,1,1,0,1
473,1725898415.44238,2024-09-09T18:13:35.442Z,697.921,1,,61,2,1,1,1,m26,1,2,bee,wasp,fly,bee,wasp,flyspider,1,5,5,1,4,3,1,2,4,Ant: incorrect,Wasp: correct,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,5,5,1,1,3,2,1,2,1,1,5,5,1,5,2,-2,,,1,1,1,1,1,1,1,2,2,,,86,84,79,1,1,1,1,1,9,15,15,16,17,86,85,84,84,84,75,75,67,67,65,23,20,18,16,15,45,27,23,21,18,59,60,59,58,58,20,20,20,19,20,14,18,18,32,18,59,58,58,58,57,79,84,89,88,88,91,89,89,89,89,46,44,42,43,79,1,60,5,5,4,4,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,no all good,1,94,all good,697.921,426.91608,1316.32458,1,1,199.246325969696,348.946403026581,149.700077056885,103.828797798157,320.138793210983,1,1,0,0,0,1250.5,0,60+,0,0,0,0,1,60,1250.5,0,1,1,0,1,0,3,50,0,0,5,0,1
455,1725898221.08887,2024-09-09T18:10:21.089Z,999.828,1,,45,2,1,1,1,PL14,5,5,bees,bugs,flies,bee,fly,wasp,1,5,5,1,5,3,3,2,2,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,1,2,1,1,1,1,1,1,1,1,3,3,2,,,,5,,3,1,1,3,1,2,3,2,3,,,87,100,51,1,1,1,1,1,32,51,43,44,27,32,18,34,41,11,63,52,42,49,45,41,48,32,39,25,29,28,32,40,18,59,53,45,47,40,38,43,31,39,28,25,27,39,42,17,51,46,49,49,43,91,94,19,54,88,82,62,100,87,100,62,83,54,86,88,81,71,4,3,1,5,2,2,2,1,2,2,5,1,1,2,2,2,2,2,2,2,2,none,1,96,nothing to add,999.828,426.91608,1316.32458,1,1,273.345535039902,590.000689983368,316.655154943466,103.828797798157,320.138793210983,1,1,0,0,1,2750.5,0,45-60,1,0,0,1,0,52.5,2750.5,0,0,1,1,1,1,4,66.67,2,2,5,0,1
453,1725898141.50716,2024-09-09T18:09:01.507Z,1093.034,1,,35,2,1,2,2,E8,9,6,Cockroach,Bug,Housefly,Cockroach,Bug,Housefly,1,5,5,2,5,3,1,2,4,Bee: incorrect,I don’t know: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,4,3,3,2,2,3,2,1,4,1,3,4,3,,,,,100,1,2,1,2,3,2,2,2,1,,,100,89,85,1,1,1,2,2,100,65,94,76,100,99,71,61,64,89,19,87,75,87,100,94,73,75,79,93,76,75,87,95,100,79,78,92,83,77,87,76,81,76,90,89,90,78,84,84,82,78,93,91,94,73,75,27,86,87,92,37,81,91,96,88,76,87,100,98,85,82,3,2,5,5,1,2,1,1,1,1,5,1,1,1,2,1,2,1,2,2,1,No,2,100,I don't have any questions,1093.034,426.91608,1316.32458,1,1,280.610310077667,551.661556005478,271.051245927811,103.828797798157,320.138793210983,1,1,1,0,1,3250.5,0,30-44,1,0,1,0,0,37,3250.5,0,0,1,0,1,0,2,33.33,2,1,100,0,0
465,1725898386.93145,2024-09-09T18:13:06.931Z,890.368,1,,63,1,1,1,1,PE2,10,8,Gnat,Ant,Millepede,Ants,Beetle,Fly,1,4,5,4,5,3,3,2,4,Wasp: correct,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,4,2,2,2,2,2,2,2,1,4,4,3,,,,,2,2,1,1,1,1,2,2,2,1,,,77,86,77,1,1,1,1,1,60,62,67,58,66,40,33,39,33,37,33,41,45,54,40,43,64,42,34,36,34,32,54,48,40,78,66,66,67,81,28,28,34,26,33,22,22,17,18,26,68,67,69,58,69,77,79,69,66,71,70,74,76,76,89,62,69,64,66,98,59,63,7,4,3,6,2,2,1,1,1,2,6,2,2,2,2,2,2,2,2,2,2,Nothing,1,91,Great,890.368,426.91608,1316.32458,1,1,288.208494186401,492.230823040009,204.022328853608,103.828797798157,320.138793210983,1,1,1,0,1,5000.5,0,60+,1,0,0,0,1,60,5000.5,1,0,1,1,1,0,4,66.67,1,1,2,0,1
